,country,year,life_expectancy
174973,West Germany,1896,0.0
174974,Western Sahara,1896,34.75
174975,Yemen,1896,23.39
174976,Yugoslavia,1896,0.0
174977,Zambia,1896,32.6
174978,Zimbabwe,1896,33.7
174979,Åland,1896,0.0
176540,Abkhazia,1897,0.0
176541,Afghanistan,1897,27.22
176542,Akrotiri and Dhekelia,1897,0.0
176543,Albania,1897,35.4
176544,Algeria,1897,28.82
176545,American Samoa,1897,0.0
176546,Andorra,1897,0.0
176547,Angola,1897,26.98
176548,Anguilla,1897,0.0
176549,Antigua and Barbuda,1897,33.54
176550,Argentina,1897,34.7
176551,Armenia,1897,36.4
176552,Aruba,1897,34.42
176553,Australia,1897,48.34
176554,Austria,1897,40.12
176555,Azerbaijan,1897,31.57
176556,Bahamas,1897,35.18
176557,Bahrain,1897,30.3
176558,Bangladesh,1897,19.0
176559,Barbados,1897,32.12
176560,Belarus,1897,36.2
176561,Belgium,1897,48.82
176562,Belize,1897,26.5
176563,Benin,1897,31.0
176564,Bermuda,1897,0.0
176565,Bhutan,1897,28.8
176566,Bolivia,1897,33.0
176567,Bosnia and Herzegovina,1897,35.1
176568,Botswana,1897,33.6
176569,Brazil,1897,31.98
176570,British Virgin Islands,1897,0.0
176571,Brunei,1897,29.2
176572,Bulgaria,1897,40.07
176573,Burkina Faso,1897,29.2
176574,Burundi,1897,31.5
176575,Cambodia,1897,35.0
176576,Cameroon,1897,28.75
176577,Canada,1897,47.25
176578,Cape Verde,1897,33.8
176579,Cayman Islands,1897,0.0
176580,Central African Republic,1897,30.0
176581,Chad,1897,30.9
176582,Channel Islands,1897,0.0
176583,Chile,1897,32.0
176584,China,1897,32.0
176585,Christmas Island,1897,0.0
176586,Cocos Island,1897,0.0
176587,Colombia,1897,32.0
176588,Comoros,1897,32.1
176589,"Congo, Dem. Rep.",1897,31.6
176590,"Congo, Rep.",1897,32.7
176591,Cook Is,1897,0.0
176592,Costa Rica,1897,33.47
176593,Cote d'Ivoire,1897,31.16
176594,Croatia,1897,36.1
176595,Cuba,1897,20.5
176596,Cyprus,1897,39.81
176597,Czech Republic,1897,37.63
176598,Czechoslovakia,1897,0.0
176599,Denmark,1897,51.86
176600,Djibouti,1897,29.9
176601,Dominica,1897,0.0
176602,Dominican Republic,1897,29.9
176603,East Germany,1897,0.0
176604,Ecuador,1897,32.9
176605,Egypt,1897,33.0
176606,El Salvador,1897,28.7
176607,Equatorial Guinea,1897,29.8
176608,Eritrea,1897,30.2
176609,Eritrea and Ethiopia,1897,0.0
176610,Estonia,1897,43.0
176611,Ethiopia,1897,29.7
176612,Faeroe Islands,1897,0.0
176613,Falkland Is (Malvinas),1897,0.0
176614,Fiji,1897,26.1
176615,Finland,1897,48.16
176616,France,1897,47.93
176617,French Guiana,1897,30.5
176618,French Polynesia,1897,25.6
176619,Gabon,1897,30.6
176620,Gambia,1897,28.8
176621,Georgia,1897,34.27
176622,Germany,1897,42.99
176623,Ghana,1897,28.0
176624,Gibraltar,1897,0.0
176625,Greece,1897,39.4
176626,Greenland,1897,34.84
176627,Grenada,1897,37.3
176628,Guadeloupe,1897,27.66
176629,Guam,1897,27.5
176630,Guatemala,1897,25.82
176631,Guernsey,1897,0.0
176632,Guinea,1897,30.5
176633,Guinea-Bissau,1897,32.0
176634,Guyana,1897,31.12
176635,Haiti,1897,29.0
176636,Holy See,1897,0.0
176637,Honduras,1897,33.9
176638,"Hong Kong, China",1897,34.9
176639,Hungary,1897,36.94
176640,Iceland,1897,48.52
176641,India,1897,19.85
176642,Indonesia,1897,30.0
176643,Iran,1897,25.6
176644,Iraq,1897,31.2
176645,Ireland,1897,48.34
176646,Isle of Man,1897,0.0
176647,Israel,1897,32.0
176648,Italy,1897,43.29
176649,Jamaica,1897,37.0
176650,Japan,1897,38.3
176651,Jersey,1897,0.0
176652,Jordan,1897,31.7
176653,Kazakhstan,1897,28.6
176654,Kenya,1897,25.5
176655,Kiribati,1897,24.9
176656,Kosovo,1897,0.0
176657,Kuwait,1897,26.0
176658,Kyrgyz Republic,1897,26.34
176659,Lao,1897,31.9
176660,Latvia,1897,45.27
176661,Lebanon,1897,29.7
176662,Lesotho,1897,32.8
176663,Liberia,1897,31.1
176664,Libya,1897,33.1
176665,Liechtenstein,1897,0.0
176666,Lithuania,1897,40.42
176667,Luxembourg,1897,45.96
176668,"Macao, China",1897,34.7
176669,"Macedonia, FYR",1897,36.1
176670,Madagascar,1897,30.5
176671,Malawi,1897,30.3
176672,Malaysia,1897,30.6
176673,Maldives,1897,32.65
176674,Mali,1897,26.41
176675,Malta,1897,40.52
176676,Marshall Islands,1897,0.0
176677,Martinique,1897,30.15
176678,Mauritania,1897,32.0
176679,Mauritius,1897,32.53
176680,Mayotte,1897,32.5
176681,Mexico,1897,26.24
176682,"Micronesia, Fed. Sts.",1897,26.7
176683,Moldova,1897,33.15
176684,Monaco,1897,0.0
176685,Mongolia,1897,31.8
176686,Montenegro,1897,35.4
176687,Montserrat,1897,0.0
176688,Morocco,1897,33.1
176689,Mozambique,1897,30.28
176690,Myanmar,1897,30.8
176691,Namibia,1897,32.4
176692,Nauru,1897,0.0
176693,Nepal,1897,32.8
176694,Netherlands,1897,49.36
176695,Netherlands Antilles,1897,34.41
176696,New Caledonia,1897,26.0
176697,New Zealand,1897,46.1
176698,Ngorno-Karabakh,1897,0.0
176699,Nicaragua,1897,25.4
176700,Niger,1897,30.8
176701,Nigeria,1897,30.4
176702,Niue,1897,0.0
176703,Norfolk Island,1897,0.0
176704,North Korea,1897,26.0
176705,North Yemen (former),1897,0.0
176706,Northern Cyprus,1897,0.0
176707,Northern Mariana Islands,1897,0.0
176708,Norway,1897,53.73
176709,Oman,1897,32.3
176710,Pakistan,1897,23.0
176711,Palau,1897,0.0
176712,Panama,1897,32.9
176713,Papua New Guinea,1897,31.5
176714,Paraguay,1897,35.5
176715,Peru,1897,35.7
176716,Philippines,1897,30.9
176717,Pitcairn,1897,0.0
176718,Poland,1897,39.53
176719,Portugal,1897,35.6
176720,Puerto Rico,1897,31.51
176721,Qatar,1897,30.8
176722,Reunion,1897,33.0
176723,Romania,1897,35.7
176724,Russia,1897,30.47
176725,Rwanda,1897,28.0
176726,Samoa,1897,25.4
176727,San Marino,1897,0.0
176728,Sao Tome and Principe,1897,31.0
176729,Saudi Arabia,1897,32.1
176730,Senegal,1897,25.2
176731,Serbia,1897,35.5
176732,Serbia and Montenegro,1897,0.0
176733,Serbia excluding Kosovo,1897,0.0
176734,Seychelles,1897,44.09
176735,Sierra Leone,1897,25.1
176736,Singapore,1897,34.0
176737,Slovak Republic,1897,37.0
176738,Slovenia,1897,36.6
176739,Solomon Islands,1897,25.1
176740,Somalia,1897,29.4
176741,Somaliland,1897,0.0
176742,South Africa,1897,33.5
176743,South Korea,1897,25.8
176744,South Ossetia,1897,0.0
176745,South Sudan,1897,26.67
176746,South Yemen (former),1897,0.0
176747,Spain,1897,33.79
176748,Sri Lanka,1897,32.6
176749,St. Barthélemy,1897,0.0
176750,St. Helena,1897,0.0
176751,St. Kitts and Nevis,1897,0.0
176752,St. Lucia,1897,28.01
176753,St. Martin,1897,0.0
176754,St. Vincent and the Grenadines,1897,25.99
176755,St.-Pierre-et-Miquelon,1897,0.0
176756,Sudan,1897,31.4
176757,Suriname,1897,32.9
176758,Svalbard,1897,0.0
176759,Swaziland,1897,32.3
176760,Sweden,1897,54.14
176761,Switzerland,1897,49.1
176762,Syria,1897,31.1
176763,Taiwan,1897,28.3
176764,Tajikistan,1897,26.64
176765,Tanzania,1897,32.2
176766,Thailand,1897,30.4
176767,Timor-Leste,1897,28.95
176768,Togo,1897,31.3
176769,Tokelau,1897,0.0
176770,Tonga,1897,28.2
176771,Transnistria,1897,0.0
176772,Trinidad and Tobago,1897,38.8
176773,Tunisia,1897,28.8
176774,Turkey,1897,35.0
176775,Turkmenistan,1897,24.86
176776,Turks and Caicos Islands,1897,0.0
176777,Tuvalu,1897,0.0
176778,USSR,1897,0.0
176779,Uganda,1897,25.3
176780,Ukraine,1897,36.6
176781,United Arab Emirates,1897,30.7
176782,United Kingdom,1897,47.23
176783,"United Korea (former)
",1897,0.0
176784,United States,1897,47.81
176785,Uruguay,1897,32.9
176786,Uzbekistan,1897,29.33
176787,Vanuatu,1897,24.3
176788,Venezuela,1897,32.2
176789,Vietnam,1897,32.0
176790,Virgin Islands (U.S.),1897,33.4
176791,Wallis et Futuna,1897,0.0
176792,West Bank and Gaza,1897,32.1
176793,West Germany,1897,0.0
176794,Western Sahara,1897,34.75
176795,Yemen,1897,23.39
176796,Yugoslavia,1897,0.0
176797,Zambia,1897,32.6
176798,Zimbabwe,1897,33.7
176799,Åland,1897,0.0
178360,Abkhazia,1898,0.0
178361,Afghanistan,1898,27.21
178362,Akrotiri and Dhekelia,1898,0.0
178363,Albania,1898,35.4
178364,Algeria,1898,28.82
178365,American Samoa,1898,0.0
178366,Andorra,1898,0.0
178367,Angola,1898,26.98
178368,Anguilla,1898,0.0
178369,Antigua and Barbuda,1898,33.54
178370,Argentina,1898,35.4
178371,Armenia,1898,36.23
178372,Aruba,1898,34.42
178373,Australia,1898,48.87
178374,Austria,1898,40.59
178375,Azerbaijan,1898,31.4
178376,Bahamas,1898,35.18
178377,Bahrain,1898,30.3
178378,Bangladesh,1898,21.86
178379,Barbados,1898,32.12
178380,Belarus,1898,36.2
178381,Belgium,1898,48.12
178382,Belize,1898,26.5
178383,Benin,1898,31.0
178384,Bermuda,1898,0.0
178385,Bhutan,1898,28.8
178386,Bolivia,1898,33.0
178387,Bosnia and Herzegovina,1898,35.1
178388,Botswana,1898,33.6
178389,Brazil,1898,31.98
178390,British Virgin Islands,1898,0.0
178391,Brunei,1898,29.2
178392,Bulgaria,1898,40.11
178393,Burkina Faso,1898,29.2
178394,Burundi,1898,31.5
178395,Cambodia,1898,35.0
178396,Cameroon,1898,28.75
178397,Canada,1898,47.6
178398,Cape Verde,1898,33.8
178399,Cayman Islands,1898,0.0
178400,Central African Republic,1898,30.0
178401,Chad,1898,30.9
178402,Channel Islands,1898,0.0
178403,Chile,1898,32.0
178404,China,1898,32.0
178405,Christmas Island,1898,0.0
178406,Cocos Island,1898,0.0
178407,Colombia,1898,32.0
178408,Comoros,1898,32.1
178409,"Congo, Dem. Rep.",1898,31.6
178410,"Congo, Rep.",1898,32.7
178411,Cook Is,1898,0.0
178412,Costa Rica,1898,33.88
178413,Cote d'Ivoire,1898,31.16
178414,Croatia,1898,36.1
178415,Cuba,1898,19.7
178416,Cyprus,1898,40.46
178417,Czech Republic,1898,38.51
178418,Czechoslovakia,1898,0.0
178419,Denmark,1898,53.15
178420,Djibouti,1898,29.9
178421,Dominica,1898,0.0
178422,Dominican Republic,1898,29.9
178423,East Germany,1898,0.0
178424,Ecuador,1898,32.9
178425,Egypt,1898,33.0
178426,El Salvador,1898,28.7
178427,Equatorial Guinea,1898,29.8
178428,Eritrea,1898,30.2
178429,Eritrea and Ethiopia,1898,0.0
178430,Estonia,1898,43.05
178431,Ethiopia,1898,29.7
178432,Faeroe Islands,1898,0.0
178433,Falkland Is (Malvinas),1898,0.0
178434,Fiji,1898,26.1
178435,Finland,1898,48.07
178436,France,1898,45.99
178437,French Guiana,1898,30.5
178438,French Polynesia,1898,25.6
178439,Gabon,1898,30.6
178440,Gambia,1898,28.8
178441,Georgia,1898,34.1
178442,Germany,1898,43.3
178443,Ghana,1898,28.0
178444,Gibraltar,1898,0.0
178445,Greece,1898,39.6
178446,Greenland,1898,35.39
178447,Grenada,1898,37.3
178448,Guadeloupe,1898,27.66
178449,Guam,1898,27.5
178450,Guatemala,1898,25.82
178451,Guernsey,1898,0.0
178452,Guinea,1898,30.51
178453,Guinea-Bissau,1898,32.0
178454,Guyana,1898,31.12
178455,Haiti,1898,29.0
178456,Holy See,1898,0.0
178457,Honduras,1898,33.9
178458,"Hong Kong, China",1898,34.9
178459,Hungary,1898,37.07
178460,Iceland,1898,44.2
178461,India,1898,25.75
178462,Indonesia,1898,30.0
178463,Iran,1898,25.6
178464,Iraq,1898,31.2
178465,Ireland,1898,48.61
178466,Isle of Man,1898,0.0
178467,Israel,1898,32.0
178468,Italy,1898,42.33
178469,Jamaica,1898,39.1
178470,Japan,1898,38.4
178471,Jersey,1898,0.0
178472,Jordan,1898,31.7
178473,Kazakhstan,1898,28.43
178474,Kenya,1898,25.5
178475,Kiribati,1898,24.9
178476,Kosovo,1898,0.0
178477,Kuwait,1898,26.0
178478,Kyrgyz Republic,1898,26.17
178479,Lao,1898,31.9
178480,Latvia,1898,45.58
178481,Lebanon,1898,29.7
178482,Lesotho,1898,32.8
178483,Liberia,1898,31.1
178484,Libya,1898,33.1
178485,Liechtenstein,1898,0.0
178486,Lithuania,1898,40.85
178487,Luxembourg,1898,46.47
178488,"Macao, China",1898,34.7
178489,"Macedonia, FYR",1898,36.1
178490,Madagascar,1898,30.5
178491,Malawi,1898,30.3
178492,Malaysia,1898,30.6
178493,Maldives,1898,32.65
178494,Mali,1898,26.41
178495,Malta,1898,40.99
178496,Marshall Islands,1898,0.0
178497,Martinique,1898,30.15
178498,Mauritania,1898,32.0
178499,Mauritius,1898,30.45
178500,Mayotte,1898,32.5
178501,Mexico,1898,27.03
178502,"Micronesia, Fed. Sts.",1898,26.7
178503,Moldova,1898,33.15
178504,Monaco,1898,0.0
178505,Mongolia,1898,31.8
178506,Montenegro,1898,35.4
178507,Montserrat,1898,0.0
178508,Morocco,1898,33.1
178509,Mozambique,1898,30.28
178510,Myanmar,1898,30.8
178511,Namibia,1898,32.4
178512,Nauru,1898,0.0
178513,Nepal,1898,32.8
178514,Netherlands,1898,49.03
178515,Netherlands Antilles,1898,34.41
178516,New Caledonia,1898,26.0
178517,New Zealand,1898,46.55
178518,Ngorno-Karabakh,1898,0.0
178519,Nicaragua,1898,25.4
178520,Niger,1898,30.8
178521,Nigeria,1898,30.4
178522,Niue,1898,0.0
178523,Norfolk Island,1898,0.0
178524,North Korea,1898,26.0
178525,North Yemen (former),1898,0.0
178526,Northern Cyprus,1898,0.0
178527,Northern Mariana Islands,1898,0.0
178528,Norway,1898,53.96
178529,Oman,1898,32.3
178530,Pakistan,1898,22.8
178531,Palau,1898,0.0
178532,Panama,1898,32.9
178533,Papua New Guinea,1898,31.5
178534,Paraguay,1898,35.5
178535,Peru,1898,35.7
178536,Philippines,1898,30.9
178537,Pitcairn,1898,0.0
178538,Poland,1898,39.83
178539,Portugal,1898,35.6
178540,Puerto Rico,1898,31.87
178541,Qatar,1898,30.8
178542,Reunion,1898,33.0
178543,Romania,1898,35.7
178544,Russia,1898,27.93
178545,Rwanda,1898,27.0
178546,Samoa,1898,25.4
178547,San Marino,1898,0.0
178548,Sao Tome and Principe,1898,31.0
178549,Saudi Arabia,1898,32.1
178550,Senegal,1898,25.2
178551,Serbia,1898,35.5
178552,Serbia and Montenegro,1898,0.0
178553,Serbia excluding Kosovo,1898,0.0
178554,Seychelles,1898,44.35
178555,Sierra Leone,1898,25.1
178556,Singapore,1898,34.0
178557,Slovak Republic,1898,37.3
178558,Slovenia,1898,36.6
178559,Solomon Islands,1898,25.1
178560,Somalia,1898,29.4
178561,Somaliland,1898,0.0
178562,South Africa,1898,33.5
178563,South Korea,1898,25.8
178564,South Ossetia,1898,0.0
178565,South Sudan,1898,26.67
178566,South Yemen (former),1898,0.0
178567,Spain,1898,34.13
178568,Sri Lanka,1898,32.6
178569,St. Barthélemy,1898,0.0
178570,St. Helena,1898,0.0
178571,St. Kitts and Nevis,1898,0.0
178572,St. Lucia,1898,28.01
178573,St. Martin,1898,0.0
178574,St. Vincent and the Grenadines,1898,25.99
178575,St.-Pierre-et-Miquelon,1898,0.0
178576,Sudan,1898,31.4
178577,Suriname,1898,32.9
178578,Svalbard,1898,0.0
178579,Swaziland,1898,32.3
178580,Sweden,1898,54.69
178581,Switzerland,1898,48.2
178582,Syria,1898,31.1
178583,Taiwan,1898,28.3
178584,Tajikistan,1898,26.47
178585,Tanzania,1898,32.2
178586,Thailand,1898,30.4
178587,Timor-Leste,1898,28.95
178588,Togo,1898,31.3
178589,Tokelau,1898,0.0
178590,Tonga,1898,28.2
178591,Transnistria,1898,0.0
178592,Trinidad and Tobago,1898,38.8
178593,Tunisia,1898,28.8
178594,Turkey,1898,35.0
178595,Turkmenistan,1898,24.69
178596,Turks and Caicos Islands,1898,0.0
178597,Tuvalu,1898,0.0
178598,USSR,1898,0.0
178599,Uganda,1898,25.3
178600,Ukraine,1898,36.6
178601,United Arab Emirates,1898,30.7
178602,United Kingdom,1898,46.98
178603,"United Korea (former)
",1898,0.0
178604,United States,1898,48.18
178605,Uruguay,1898,32.9
178606,Uzbekistan,1898,29.16
178607,Vanuatu,1898,24.3
178608,Venezuela,1898,32.2
178609,Vietnam,1898,32.0
178610,Virgin Islands (U.S.),1898,33.4
178611,Wallis et Futuna,1898,0.0
178612,West Bank and Gaza,1898,32.1
178613,West Germany,1898,0.0
178614,Western Sahara,1898,34.75
178615,Yemen,1898,23.39
178616,Yugoslavia,1898,0.0
178617,Zambia,1898,32.6
178618,Zimbabwe,1898,33.7
178619,Åland,1898,0.0
180180,Abkhazia,1899,0.0
180181,Afghanistan,1899,27.2
180182,Akrotiri and Dhekelia,1899,0.0
180183,Albania,1899,35.4
180184,Algeria,1899,28.82
180185,American Samoa,1899,0.0
180186,Andorra,1899,0.0
180187,Angola,1899,26.98
180188,Anguilla,1899,0.0
180189,Antigua and Barbuda,1899,33.54
180190,Argentina,1899,36.1
180191,Armenia,1899,36.06
180192,Aruba,1899,34.42
180193,Australia,1899,49.4
180194,Austria,1899,41.06
180195,Azerbaijan,1899,31.23
180196,Bahamas,1899,35.18
180197,Bahrain,1899,30.3
180198,Bangladesh,1899,21.82
180199,Barbados,1899,32.12
180200,Belarus,1899,36.2
180201,Belgium,1899,46.49
180202,Belize,1899,26.5
180203,Benin,1899,31.0
180204,Bermuda,1899,0.0
180205,Bhutan,1899,28.8
180206,Bolivia,1899,33.0
180207,Bosnia and Herzegovina,1899,35.1
180208,Botswana,1899,33.6
180209,Brazil,1899,31.98
180210,British Virgin Islands,1899,0.0
180211,Brunei,1899,29.2
180212,Bulgaria,1899,40.16
180213,Burkina Faso,1899,29.2
180214,Burundi,1899,31.5
180215,Cambodia,1899,35.0
180216,Cameroon,1899,28.75
180217,Canada,1899,47.94
180218,Cape Verde,1899,33.8
180219,Cayman Islands,1899,0.0
180220,Central African Republic,1899,30.0
180221,Chad,1899,30.9
180222,Channel Islands,1899,0.0
180223,Chile,1899,32.0
180224,China,1899,32.0
180225,Christmas Island,1899,0.0
180226,Cocos Island,1899,0.0
180227,Colombia,1899,32.0
180228,Comoros,1899,32.1
180229,"Congo, Dem. Rep.",1899,31.6
180230,"Congo, Rep.",1899,32.7
180231,Cook Is,1899,0.0
180232,Costa Rica,1899,34.29
180233,Cote d'Ivoire,1899,31.16
180234,Croatia,1899,36.1
180235,Cuba,1899,18.9
180236,Cyprus,1899,41.11
180237,Czech Republic,1899,39.39
180238,Czechoslovakia,1899,0.0
180239,Denmark,1899,50.71
180240,Djibouti,1899,29.9
180241,Dominica,1899,0.0
180242,Dominican Republic,1899,29.9
180243,East Germany,1899,0.0
180244,Ecuador,1899,32.9
180245,Egypt,1899,33.0
180246,El Salvador,1899,28.7
180247,Equatorial Guinea,1899,29.8
180248,Eritrea,1899,30.2
180249,Eritrea and Ethiopia,1899,0.0
180250,Estonia,1899,43.1
180251,Ethiopia,1899,29.7
180252,Faeroe Islands,1899,0.0
180253,Falkland Is (Malvinas),1899,0.0
180254,Fiji,1899,26.1
180255,Finland,1899,44.4
180256,France,1899,45.23
180257,French Guiana,1899,30.5
180258,French Polynesia,1899,25.6
180259,Gabon,1899,30.6
180260,Gambia,1899,28.8
180261,Georgia,1899,33.94
180262,Germany,1899,43.61
180263,Ghana,1899,28.0
180264,Gibraltar,1899,0.0
180265,Greece,1899,39.8
180266,Greenland,1899,35.95
180267,Grenada,1899,37.3
180268,Guadeloupe,1899,27.66
180269,Guam,1899,27.5
180270,Guatemala,1899,25.82
180271,Guernsey,1899,0.0
180272,Guinea,1899,30.52
180273,Guinea-Bissau,1899,32.0
180274,Guyana,1899,31.12
180275,Haiti,1899,29.0
180276,Holy See,1899,0.0
180277,Honduras,1899,33.9
180278,"Hong Kong, China",1899,34.9
180279,Hungary,1899,37.2
180280,Iceland,1899,49.79
180281,India,1899,23.35
180282,Indonesia,1899,30.0
180283,Iran,1899,25.6
180284,Iraq,1899,31.2
180285,Ireland,1899,48.87
180286,Isle of Man,1899,0.0
180287,Israel,1899,32.0
180288,Italy,1899,43.67
180289,Jamaica,1899,37.6
180290,Japan,1899,38.5
180291,Jersey,1899,0.0
180292,Jordan,1899,31.7
180293,Kazakhstan,1899,28.27
180294,Kenya,1899,25.5
180295,Kiribati,1899,24.9
180296,Kosovo,1899,0.0
180297,Kuwait,1899,26.0
180298,Kyrgyz Republic,1899,26.01
180299,Lao,1899,31.9
180300,Latvia,1899,45.89
180301,Lebanon,1899,29.7
180302,Lesotho,1899,32.8
180303,Liberia,1899,31.1
180304,Libya,1899,33.1
180305,Liechtenstein,1899,0.0
180306,Lithuania,1899,41.27
180307,Luxembourg,1899,46.97
180308,"Macao, China",1899,34.7
180309,"Macedonia, FYR",1899,36.1
180310,Madagascar,1899,30.5
180311,Malawi,1899,30.3
180312,Malaysia,1899,30.6
180313,Maldives,1899,32.65
180314,Mali,1899,26.41
180315,Malta,1899,41.46
180316,Marshall Islands,1899,0.0
180317,Martinique,1899,30.15
180318,Mauritania,1899,32.0
180319,Mauritius,1899,27.25
180320,Mayotte,1899,32.5
180321,Mexico,1899,24.98
180322,"Micronesia, Fed. Sts.",1899,26.7
180323,Moldova,1899,33.15
180324,Monaco,1899,0.0
180325,Mongolia,1899,31.8
180326,Montenegro,1899,35.4
180327,Montserrat,1899,0.0
180328,Morocco,1899,33.1
180329,Mozambique,1899,30.28
180330,Myanmar,1899,30.8
180331,Namibia,1899,32.4
180332,Nauru,1899,0.0
180333,Nepal,1899,32.8
180334,Netherlands,1899,49.35
180335,Netherlands Antilles,1899,34.41
180336,New Caledonia,1899,26.0
180337,New Zealand,1899,46.99
180338,Ngorno-Karabakh,1899,0.0
180339,Nicaragua,1899,25.4
180340,Niger,1899,30.8
180341,Nigeria,1899,30.4
180342,Niue,1899,0.0
180343,Norfolk Island,1899,0.0
180344,North Korea,1899,26.0
180345,North Yemen (former),1899,0.0
180346,Northern Cyprus,1899,0.0
180347,Northern Mariana Islands,1899,0.0
180348,Norway,1899,51.62
180349,Oman,1899,32.3
180350,Pakistan,1899,22.6
180351,Palau,1899,0.0
180352,Panama,1899,32.9
180353,Papua New Guinea,1899,31.5
180354,Paraguay,1899,35.5
180355,Peru,1899,35.7
180356,Philippines,1899,30.9
180357,Pitcairn,1899,0.0
180358,Poland,1899,40.13
180359,Portugal,1899,35.6
180360,Puerto Rico,1899,32.22
180361,Qatar,1899,30.8
180362,Reunion,1899,33.0
180363,Romania,1899,35.7
180364,Russia,1899,31.59
180365,Rwanda,1899,26.0
180366,Samoa,1899,25.4
180367,San Marino,1899,0.0
180368,Sao Tome and Principe,1899,31.0
180369,Saudi Arabia,1899,32.1
180370,Senegal,1899,25.2
180371,Serbia,1899,35.5
180372,Serbia and Montenegro,1899,0.0
180373,Serbia excluding Kosovo,1899,0.0
180374,Seychelles,1899,44.61
180375,Sierra Leone,1899,25.1
180376,Singapore,1899,34.0
180377,Slovak Republic,1899,37.6
180378,Slovenia,1899,36.6
180379,Solomon Islands,1899,25.1
180380,Somalia,1899,29.4
180381,Somaliland,1899,0.0
180382,South Africa,1899,33.5
180383,South Korea,1899,25.8
180384,South Ossetia,1899,0.0
180385,South Sudan,1899,26.67
180386,South Yemen (former),1899,0.0
180387,Spain,1899,34.46
180388,Sri Lanka,1899,32.6
180389,St. Barthélemy,1899,0.0
180390,St. Helena,1899,0.0
180391,St. Kitts and Nevis,1899,0.0
180392,St. Lucia,1899,28.01
180393,St. Martin,1899,0.0
180394,St. Vincent and the Grenadines,1899,25.99
180395,St.-Pierre-et-Miquelon,1899,0.0
180396,Sudan,1899,31.4
180397,Suriname,1899,32.9
180398,Svalbard,1899,0.0
180399,Swaziland,1899,32.3
180400,Sweden,1899,50.95
180401,Switzerland,1899,49.29
180402,Syria,1899,31.1
180403,Taiwan,1899,28.3
180404,Tajikistan,1899,26.3
180405,Tanzania,1899,32.2
180406,Thailand,1899,30.4
180407,Timor-Leste,1899,28.95
180408,Togo,1899,31.3
180409,Tokelau,1899,0.0
180410,Tonga,1899,28.2
180411,Transnistria,1899,0.0
180412,Trinidad and Tobago,1899,38.8
180413,Tunisia,1899,28.8
180414,Turkey,1899,35.0
180415,Turkmenistan,1899,24.52
180416,Turks and Caicos Islands,1899,0.0
180417,Tuvalu,1899,0.0
180418,USSR,1899,0.0
180419,Uganda,1899,25.3
180420,Ukraine,1899,36.6
180421,United Arab Emirates,1899,30.7
180422,United Kingdom,1899,46.13
180423,"United Korea (former)
",1899,0.0
180424,United States,1899,48.56
180425,Uruguay,1899,32.9
180426,Uzbekistan,1899,28.99
180427,Vanuatu,1899,24.3
180428,Venezuela,1899,32.2
180429,Vietnam,1899,32.0
180430,Virgin Islands (U.S.),1899,33.4
180431,Wallis et Futuna,1899,0.0
180432,West Bank and Gaza,1899,32.1
180433,West Germany,1899,0.0
180434,Western Sahara,1899,34.75
180435,Yemen,1899,23.39
180436,Yugoslavia,1899,0.0
180437,Zambia,1899,32.6
180438,Zimbabwe,1899,33.7
180439,Åland,1899,0.0
182521,Afghanistan,1900,27.19
182523,Albania,1900,35.4
182524,Algeria,1900,28.86
182527,Angola,1900,26.98
182529,Antigua and Barbuda,1900,33.54
182530,Argentina,1900,36.8
182531,Armenia,1900,35.9
182532,Aruba,1900,34.42
182533,Australia,1900,49.93
182534,Austria,1900,41.53
182535,Azerbaijan,1900,31.07
182536,Bahamas,1900,35.18
182537,Bahrain,1900,30.3
182538,Bangladesh,1900,21.77
182539,Barbados,1900,32.12
182540,Belarus,1900,36.2
182541,Belgium,1900,46.59
182542,Belize,1900,26.5
182543,Benin,1900,31.0
182545,Bhutan,1900,28.8
182546,Bolivia,1900,33.0
182547,Bosnia and Herzegovina,1900,35.1
182548,Botswana,1900,33.6
182549,Brazil,1900,31.98
182551,Brunei,1900,29.2
182552,Bulgaria,1900,40.2
182553,Burkina Faso,1900,29.2
182554,Burundi,1900,31.5
182555,Cambodia,1900,35.0
182556,Cameroon,1900,28.75
182557,Canada,1900,48.29
182558,Cape Verde,1900,33.8
182560,Central African Republic,1900,30.0
182561,Chad,1900,30.9
182563,Chile,1900,32.0
182564,China,1900,32.0
182567,Colombia,1900,32.0
182568,Comoros,1900,32.1
182569,"Congo, Dem. Rep.",1900,31.6
182570,"Congo, Rep.",1900,32.7
182572,Costa Rica,1900,34.7
182573,Cote d'Ivoire,1900,31.16
182574,Croatia,1900,36.1
182575,Cuba,1900,33.11
182576,Cyprus,1900,41.76
182577,Czech Republic,1900,40.27
182579,Denmark,1900,51.95
182580,Djibouti,1900,29.9
182582,Dominican Republic,1900,29.9
182584,Ecuador,1900,32.9
182585,Egypt,1900,33.0
182586,El Salvador,1900,28.7
182587,Equatorial Guinea,1900,29.8
182588,Eritrea,1900,30.2
182590,Estonia,1900,43.15
182591,Ethiopia,1900,29.7
182594,Fiji,1900,26.1
182595,Finland,1900,41.8
182596,France,1900,45.08
182597,French Guiana,1900,30.5
182598,French Polynesia,1900,25.6
182599,Gabon,1900,30.6
182600,Gambia,1900,28.8
182601,Georgia,1900,33.77
182602,Germany,1900,43.92
182603,Ghana,1900,28.0
182605,Greece,1900,40.0
182606,Greenland,1900,36.5
182607,Grenada,1900,37.3
